BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
Dr B N M Rural Ayurvedic Medical College and Hospital Blood Bank,Bijapur,Karnataka,76,11989,350 T CPDA,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Dr B N M Rural Ayurvedic Medical College and Hospital Blood Bank,Bijapur,Karnataka,94,9823,350 D CPDA,Polymed,Others,mohammed.asif@mipl.in,OTHERS
Dr BL Kapoor Memorial Hospital Blood Bank,Ludhiana,Punjab,80,15360,450 T SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Dr BL Kapoor Memorial Hospital Blood Bank,Ludhiana,Punjab,200,34000,450 D SAGM PDS NPD,TerumoPenpal,Medicine chamber ludhiana,mangalesh.thakur@mipl.in,OTHERS
Dr BN Behl Memorial Hospital Blood Bank,Shahjahanpur,Uttar Pradesh,200,10800,350 SB CPDA,Mipl,VISION BIOMEDICALS,jitum.kumar@mipl.in,OTHERS
Dr Baba Sahab Ambedkar Hospital Blood Bank,New Delhi,Delhi NCR,200,28000,450 D SAGM,Mipl,Digaid mediwares ,akram@mipl.in,OTHERS
Dr Baba Sahab Ambedkar Hospital Blood Bank,New Delhi,Delhi NCR,500,450000,450 Q SAGM TAB ILF,TerumoPenpal,Equipment Point ,akram@mipl.in,ILF&LSF
Dr Baba Sahab Ambedkar Hospital Blood Bank,New Delhi,Delhi NCR,600,540000,450 Q SAGM TAB ILF,TerumoPenpal,Equipment Point ,akram@mipl.in,ILF&LSF
Dr Baba Sahab Ambedkar Hospital Blood Bank,New Delhi,Delhi NCR,500,70000,450 D SAGM,Mipl,BIO AID,akram@mipl.in,OTHERS
Dr Babasaheb Ambedkar Memorial Hospital Central Railway Hospital Blood Bank,Mumbai,Maharashtra,150,25950,450 T SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Dr Babasaheb Ambedkar Memorial Hospital Central Railway Hospital Blood Bank,Mumbai,Maharashtra,150,25950,350 T SAGM ,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Dr Babasaheb Ambedkar Memorial Hospital Central Railway Hospital Blood Bank,Mumbai,Maharashtra,150,21000,450 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Dr Babasaheb Ambedkar Memorial Hospital Central Railway Hospital Blood Bank,Mumbai,Maharashtra,200,28000,350 D SAGM,Mipl,NIDHI AGENCY,sameer.balwant@mipl.in,OTHERS
Dr Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Gautam buddha nagar,Delhi NCR,100,90000,450 Q SAGM TAB ILF,TerumoPenpal,Sunrise healthcare ,akram@mipl.in,ILF&LSF
Dr Bidhan Chandra Roy Hospital Blood Bank Haldia A Unit of ICARE,Medinipur East,West Bengal,200,10800,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Dr D Y Patil Hospital Blood Bank,Kolhapur,Maharashtra,100,17300,450 T SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Dr D Y Patil Hospital Blood Bank,Kolhapur,Maharashtra,100,5400,350 SB CPDA,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Dr D Y Patil Hospital Blood Bank,Kolhapur,Maharashtra,150,21000,450 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Dr D Y Patil Hospital Blood Bank,Kolhapur,Maharashtra,150,21000,350 D SAGM,Polymed,ACME Healthcare,sameer.balwant@mipl.in,OTHERS
Dr Damanis Nursing Home Blood Bank,Dibrugargh,Assam,200,10800,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Dr H Gordon Roberts Hospital Blood Bank,East Khasi Hills,Meghalaya,40,2160,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Dr Hedgewar Arogaya Sansthan Blood bank,New Delhi,Delhi NCR,150,8100,350 SB CPDA,Mipl,DSACS,akram@mipl.in,OTHERS
Dr Hedgewar Arogaya Sansthan Blood bank,New Delhi,Delhi NCR,300,42000,450 D SAGM,Mipl,DSACS,akram@mipl.in,OTHERS
Dr Hedgewar Blood Bank,Akola,Maharashtra,50,8650,450 T SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Dr Hedgewar Blood Bank,Akola,Maharashtra,50,8650,350 T SAGM ,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Dr Hedgewar Blood Bank,Akola,Maharashtra,50,2700,350 SB CPDA,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Dr Hedgewar Blood Bank,Akola,Maharashtra,100,14000,450 D SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Dr Hedgewar Blood Bank,Akola,Maharashtra,100,14000,350 D SAGM,TerumoPenpal,Saral Daignostics,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Blood Bank,Nagpur,Maharashtra,50,40000,450 Q SAGM ILF TAT (TIB),Polymed,Lab Solution,sameer.balwant@mipl.in,ILF&LSF
Dr Hegdewar Blood Bank,Nagpur,Maharashtra,150,31200,350 T SAGM PDS NPD,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Blood Bank,Nagpur,Maharashtra,100,26400,350 Q SAGM PDS NPD,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Blood Bank,Nagpur,Maharashtra,150,21000,350 D SAGM,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Rakta Pedhi Sanstha Solapur,Solapur,Maharashtra,50,40000,350 Q SAGM ILF TAT (TIB),Polymed,ACME Healthcare,sameer.balwant@mipl.in,ILF&LSF
Dr Hegdewar Rakta Pedhi Sanstha Solapur,Solapur,Maharashtra,150,39600,350 Q SAGM PDS NPD,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Rakta Pedhi Sanstha Solapur,Solapur,Maharashtra,120,12540,350 D CPDA,Mipl,NEEL DISTRIBUTORS,sameer.balwant@mipl.in,OTHERS
Dr Hegdewar Rakta Pedhi Sanstha Solapur,Solapur,Maharashtra,200,28000,350 D SAGM,Polymed,MSACS,sameer.balwant@mipl.in,OTHERS
Dr Imkongliba Memorial District Hospital Blood Bank,Majakong,Nagaland,50,2700,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Dr Kanwaljit Singh Grover KSG Memorial Blood Bank,Jalandhar,Punjab,60,3180,300 TR,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Dr Kanwaljit Singh Grover KSG Memorial Blood Bank,Jalandhar,Punjab,150,21000,450 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Dr Kanwaljit Singh Grover KSG Memorial Blood Bank,Jalandhar,Punjab,150,21000,350 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Dr L H Hiranandani Hospital Blood Bank,Thane,Maharashtra,100,90000,450 Q SAGM TAB ILF,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,ILF&LSF
Dr L H Hiranandani Hospital Blood Bank,Thane,Maharashtra,100,26400,350 Q SAGM PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Dr L H Hiranandani Hospital Blood Bank,Thane,Maharashtra,150,40200,450 Q SAGM TAB PDS NPD,TerumoPenpal,NP Agency,sameer.balwant@mipl.in,OTHERS
Dr Late Sadanadaji Burma Memorial Blood Bank,Amaravati,Maharashtra,150,8100,350 SB CPDA,Polymed,Others,sameer.balwant@mipl.in,OTHERS
Dr Mankar Memorial Blood Bank,Akola,Maharashtra,50,8650,450 T SAGM,Polymed,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr Mankar Memorial Blood Bank,Akola,Maharashtra,100,14000,450 D SAGM,Polymed,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr Mankar Memorial Blood Bank,Akola,Maharashtra,100,17300,350 T SAGM ,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr Mankar Memorial Blood Bank,Akola,Maharashtra,150,21000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr Ninawe Blood Bank,Chandrapur,Maharashtra,100,17300,450 T SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr Ninawe Blood Bank,Chandrapur,Maharashtra,200,28000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr O P Choudhery Hospital Blood Bank,Lucknow ,Uttar Pradesh,120,20760,350 T SAGM ,Polymed,Gopal Enterprises,digember.singh@mipl.in,OTHERS
Dr O P Choudhery Hospital Blood Bank,Lucknow ,Uttar Pradesh,200,28000,350 D SAGM,Polymed,Gopal Enterprises,digember.singh@mipl.in,OTHERS
Dr PDMHC Hospital and Research Centre Blood Bank,Amaravati,Maharashtra,100,17300,350 T SAGM ,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr PDMHC Hospital and Research Centre Blood Bank,Amaravati,Maharashtra,250,13500,350 SB CPDA,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr PDMHC Hospital and Research Centre Blood Bank,Amaravati,Maharashtra,200,28000,350 D SAGM,HLL,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr Patnam Mahender Reddy Blood Centre,Hyderabad,Telangana,50,2700,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Dr Patnam Mahender Reddy Blood Centre,Hyderabad,Telangana,40,6920,450 T SAGM,,Others,sinderaviteja@mipl.in,OTHERS
Dr Patnam Mahender Reddy Blood Centre,Hyderabad,Telangana,180,18810,450 D CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Dr R N Cooper General Hospital Blood Bank,Mumbai,Maharashtra,150,31200,350 T SAGM PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Dr R N Cooper General Hospital Blood Bank,Mumbai,Maharashtra,150,20850,350 D CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Dr R N Cooper General Hospital Blood Bank,Mumbai,Maharashtra,200,17800,350 SB CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
Dr RML HOSPITAL ,Delhi ,New Delhi,300,69000,450 Q SAGM,Mipl,MIPL,akram@mipl.in,OTHERS
Dr RML HOSPITAL ,Delhi ,New Delhi,200,10800,350 SB CPDA,Mipl,MIPL,akram@mipl.in,OTHERS
Dr RML HOSPITAL ,Delhi ,New Delhi,300,51900,350 T SAGM ,Mipl,MIPL,akram@mipl.in,OTHERS
Dr RML HOSPITAL ,Delhi ,New Delhi,400,41800,350 D CPDA,Mipl,MIPL,akram@mipl.in,OTHERS
Dr Rajendra Prasad Government Medical College RPGMC Blood Bank Tanda,Kangra,Himachal Pradesh,50,7887.5,450 T CPDA,Polymed,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Dr Rajendra Prasad Government Medical College RPGMC Blood Bank Tanda,Kangra,Himachal Pradesh,100,10450,450 D CPDA,Polymed,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Dr Rajendra Prasad Government Medical College RPGMC Blood Bank Tanda,Kangra,Himachal Pradesh,200,20900,350 D CPDA,Polymed,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Dr Rajendra Prasad Government Medical College RPGMC Blood Bank Tanda,Kangra,Himachal Pradesh,50,2700,350 SB CPDA,Polymed,ROYAL BIOTECH,mangalesh.thakur@mipl.in,OTHERS
Dr Ram Manohar Lohia Hospital Blood Bank,New Delhi,Delhi NCR,600,138000,350 Q SAGM,Mipl,MIPL,akram@mipl.in,OTHERS
Dr Ram Manohar Lohia Hospital Blood Bank,New Delhi,Delhi NCR,150,23662.5,450 T CPDA,Mipl,MIPL,akram@mipl.in,OTHERS
Dr Ram Manohar Lohia Hospital Blood Bank,New Delhi,Delhi NCR,400,41800,350 D CPDA,Mipl,MIPL,akram@mipl.in,OTHERS
Dr Ram Manohar Lohia Hospital Blood Bank,New Delhi,Delhi NCR,300,16200,350 SB CPDA,Mipl,MIPL,akram@mipl.in,OTHERS
Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow ,Uttar Pradesh,600,144000,350 Q SAGM TAB PDS NPD,TerumoPenpal,Others,digember.singh@mipl.in,OTHERS
Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow ,Uttar Pradesh,1200,297600,350 Q SAGM BC,TerumoPenpal,Others,digember.singh@mipl.in,OTHERS
Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow ,Uttar Pradesh,100,80000,350 Q SAGM ILF TAT (TIB),TerumoPenpal,Others,digember.singh@mipl.in,ILF&LSF
Dr Ram Manohar Lohiya Joint Hospital Blood Bank,Farrukhabad,Uttar Pradesh,50,2700,100 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Dr Ram Manohar Lohiya Joint Hospital Blood Bank,Farrukhabad,Uttar Pradesh,300,16200,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Dr Rela hospital blood bank,Chennai,Tamil Nadu,200,34600,350 T SAGM ,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Dr Rela hospital blood bank,Chennai,Tamil Nadu,300,69000,350 Q SAGM,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Dr Sachin Saxena Charitable Blood Bank,Sambhal,Uttar Pradesh,150,25950,450 T SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Dr Sachin Saxena Charitable Blood Bank,Sambhal,Uttar Pradesh,100,14000,450 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Dr Sachin Saxena Charitable Blood Bank,Sambhal,Uttar Pradesh,200,28000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Dr Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Nanded,Maharashtra,100,17300,450 T SAGM,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Dr Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Nanded,Maharashtra,150,21000,450 D SAGM,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Dr Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,Nanded,Maharashtra,100,14000,350 D SAGM,Polymed,Samarth Medical,sameer.balwant@mipl.in,OTHERS
Dr Shyama Prasad Mukharjee Civil Hospital,Lucknow ,Uttar Pradesh,300,51900,350 T SAGM ,Polymed,Sri Sai,digember.singh@mipl.in,OTHERS
Dr Somervell CSI Mission Hospital Blood Bank,Trivandrum,Kerala,100,14000,350 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Dr Sushila Tiwari Medical College,Haldwani,Uttarakhand,200,10800,350 SB CPDA,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Dr Sushila Tiwari Medical College,Haldwani,Uttarakhand,200,28000,450 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Dr Sushila Tiwari Medical College,Haldwani,Uttarakhand,200,28000,350 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Dr Sushila Tiwari Medical College,Haldwani,Uttarakhand,400,69200,450 T SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Dr Vivek Pimpalkar Mankar Blood Bank,Akola,Maharashtra,50,8650,450 T SAGM,Polymed,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr Vivek Pimpalkar Mankar Blood Bank,Akola,Maharashtra,50,7000,450 D SAGM,Polymed,Mediequipe Enterprises,sameer.balwant@mipl.in,OTHERS
Dr Vivek Pimpalkar Mankar Blood Bank,Akola,Maharashtra,50,8650,350 T SAGM ,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr Vivek Pimpalkar Mankar Blood Bank,Akola,Maharashtra,150,21000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Dr. Anji Reddy Multispecialty Hospital Blood Center,Piduguralla,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Dr. Anji Reddy Multispecialty Hospital Blood Center,Piduguralla,Andhra Pradesh,80,8360,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Dr. Pattabhi Red Cross Society Blood Bank,Machilipatnam,Andhra Pradesh,60,6270,450 D CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Dr. Pattabhi Red Cross Society Blood Bank,Machilipatnam,Andhra Pradesh,100,5400,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Dr. Pinnamaneni Siddartha Inst. Of Medical Sci. & Res. Foundation Blood Centre,Vijayawada,Andhra Pradesh,20,3460,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Dr. Pinnamaneni Siddartha Inst. Of Medical Sci. & Res. Foundation Blood Centre,Vijayawada,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Dr. Pinnamaneni Siddartha Inst. Of Medical Sci. & Res. Foundation Blood Centre,Vijayawada,Andhra Pradesh,120,32160,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Dr. YSPGMC and Hospital ,Nahan,Himachal Pradesh,10,1577.5,350 T CPDA,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Dr. YSPGMC and Hospital ,Nahan,Himachal Pradesh,150,8100,350 SB CPDA,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Dr. YSPGMC and Hospital ,Nahan,Himachal Pradesh,60,8400,350 D SAGM,Mipl,Indian Surgical House Mandi HP,mangalesh.thakur@mipl.in,OTHERS
Dr. YSR - Jakkampudi Rammohan Rao Blood Bank,Rajahmundry,Andhra Pradesh,20,2090,350 D CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Dr. YSR - Jakkampudi Rammohan Rao Blood Bank,Rajahmundry,Andhra Pradesh,30,1620,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Dr. YSR - Jakkampudi Rammohan Rao Blood Bank,Rajahmundry,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
DrKamakshi Memorial and Blood Component Research Centre,Chennai,Tamil Nadu,200,34600,350 T SAGM ,Polymed,Jomed Healthcare,sudhir.kumar@mipl.in,OTHERS
DrKamakshi Memorial and Blood Component Research Centre,Chennai,Tamil Nadu,200,28000,350 D SAGM,Polymed,Jomed Healthcare,sudhir.kumar@mipl.in,OTHERS
Dumka Sadar Hospital Blood Bank,Dumka,Jharkhand,200,10800,350 SB CPDA,Mipl,SAYONI,vikram.barik@mipl.in,OTHERS
Duncan Hospital Blood Bank, Raxaul,Bihar,150,8100,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Durga Blood Bank,Muzaffarnagar,Uttar Pradesh,100,14000,450 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Durga Blood Bank,Muzaffarnagar,Uttar Pradesh,100,17300,450 T SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Durga Blood Bank,Muzaffarnagar,Uttar Pradesh,100,17300,450 T SAGM,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Durga Blood Bank,Muzaffarnagar,Uttar Pradesh,100,14000,450 D SAGM,Mipl,S R DIAGNOSTICS,jitum.kumar@mipl.in,OTHERS
Durgabhai Deshmukh Hospital Blood Bank,Hyderabad,Telangana,50,2700,350 SB CPDA,HLL,Others,sinderaviteja@mipl.in,OTHERS
Durgabhai Deshmukh Hospital Blood Bank,Hyderabad,Telangana,10,6000,500 LSF RBC,HLL,Others,sinderaviteja@mipl.in,ILF&LSF
Durgabhai Deshmukh Hospital Blood Bank,Hyderabad,Telangana,120,16800,450 D SAGM,HLL,Others,sinderaviteja@mipl.in,OTHERS
Durgapur Steel Plant Hospital Blood Bank,Bardhaman,West Bengal,100,5400,350 SB CPDA,HLL,Others,tapas.dey@mipl.in,OTHERS
Dwarka Das Jalan Memorial Hospital Bartand Blood Bank,Dhanbad,Jharkhand,100,5400,350 SB CPDA,Mipl,Others,vikram.barik@mipl.in,OTHERS
E S I Hospital Blood Bank,New Delhi,Delhi NCR,300,51900,450 T SAGM,Mipl,Digaid mediwares ,akram@mipl.in,OTHERS
E S I Hospital Blood Bank,New Delhi,Delhi NCR,250,35000,350 D SAGM,Mipl,Digaid mediwares ,akram@mipl.in,OTHERS
ECL Central Hospital Kalla Blood Bank,Bardhaman,West Bengal,120,6480,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
ESI Hospital Blood Bank,Coimbatore,Tamil Nadu,200,10800,350 SB CPDA,TerumoPenpal,sun biomed,sudhir.kumar@mipl.in,OTHERS
"ESI Hospital Blood Bank, Nacharam",Hyderabad,Telangana,120,20760,350 T SAGM ,Mipl,Others,sinderaviteja@mipl.in,OTHERS
ESI Hospital Maniktala Blood Bank,Kolkata,West Bengal,50,7887.5,350 T CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
ESI Hospital Maniktala Blood Bank,Kolkata,West Bengal,100,10450,350 D CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
ESI Hospital Maniktala Blood Bank,Kolkata,West Bengal,100,5400,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
ESIC Hospital And Occupational Diseases Centre Blood Bank,Chennai,Tamil Nadu,200,34600,350 T SAGM ,Mipl,aravbio pharma,sudhir.kumar@mipl.in,OTHERS
ESIC Hospital And Occupational Diseases Centre Blood Bank,Chennai,Tamil Nadu,100,17300,450 T SAGM,Mipl,aravbio pharma,sudhir.kumar@mipl.in,OTHERS
ESIC Hospital And Occupational Diseases Centre Blood Bank,Chennai,Tamil Nadu,100,14000,450 D SAGM,Mipl,aravbio pharma,sudhir.kumar@mipl.in,OTHERS
ESIC Hospital And Occupational Diseases Centre Blood Bank,Chennai,Tamil Nadu,200,28000,350 D SAGM,Mipl,aravbio pharma,sudhir.kumar@mipl.in,OTHERS
ESIC Hospital And Occupational Diseases Centre Blood Bank,Chennai,Tamil Nadu,200,0,,Mipl,aravbio pharma,sudhir.kumar@mipl.in,OTHERS
ESIC Hospital Blood Bank and ODC EZ,24 Parganas South,West Bengal,20,3155,350 T CPDA,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
ESIC Hospital Blood Bank and ODC EZ,24 Parganas South,West Bengal,80,8360,350 D CPDA,TerumoPenpal,Others,tapas.dey@mipl.in,OTHERS
"ESIC Hospital Blood Bank, Sanathnagar",Hyderabad,Telangana,20,12000,500 LSF RBC,Mipl,Others,sinderaviteja@mipl.in,ILF&LSF
"ESIC Hospital Blood Bank, Sanathnagar",Hyderabad,Telangana,400,107200,450 Q SAGM TAB PDS NPD,Mipl,Others,sinderaviteja@mipl.in,OTHERS
ESIC Model Hospital Blood bank,Bengaluru,Karnataka,120,18930,450 T CPDA,HLL,Others,mohammed.asif@mipl.in,OTHERS
ESIC Model Hospital Blood bank,Bengaluru,Karnataka,80,8360,450 D CPDA,HLL,Others,mohammed.asif@mipl.in,OTHERS
ESIC Model Hospital Blood bank,Bengaluru,Karnataka,137,14316.5,350 D CPDA,HLL,Others,mohammed.asif@mipl.in,OTHERS
ESIC Model Hospital cum ODC Blood Bank,Mumbai,Maharashtra,150,13350,350 SB CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
ESIC Model Hospital cum ODC Blood Bank,Mumbai,Maharashtra,150,31200,350 T SAGM PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
ESIC Model Hospital cum ODC Blood Bank,Mumbai,Maharashtra,200,27800,350 D CPDA PDS NPD,Mipl,MDACS,sameer.balwant@mipl.in,OTHERS
ESIPGIMSR MGM Hospital Blood Bank,Navi Mumbai,Maharashtra,200,10800,350 SB CPDA,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
ESIPGIMSR MGM Hospital Blood Bank,Navi Mumbai,Maharashtra,350,60550,350 T SAGM ,Mipl,V S MEDICO,sameer.balwant@mipl.in,OTHERS
ESIPGIMSR MGM Hospital Blood Bank,Navi Mumbai,Maharashtra,200,20900,350 D CPDA,Mipl,V S MEDICO,sameer.balwant@mipl.in,OTHERS
Egra SSH Blood Bank,Medinipur East,West Bengal,80,4320,350 SB CPDA,Mipl,Others,tapas.dey@mipl.in,OTHERS
Ekneel Blood Bank,Yavatmal,Maharashtra,50,8650,450 T SAGM,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Ekneel Blood Bank,Yavatmal,Maharashtra,50,8650,350 T SAGM ,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Ekneel Blood Bank,Yavatmal,Maharashtra,100,14000,450 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Ekneel Blood Bank,Yavatmal,Maharashtra,100,14000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Ekta blood bank ,Bilaspur ,Chhattisgarh,300,51900,450 T SAGM,TerumoPenpal,NA,nagendra.singh@mipl.in,OTHERS
Ekta blood bank ,Bilaspur ,Chhattisgarh,100,14000,450 D SAGM,TerumoPenpal,NA,nagendra.singh@mipl.in,OTHERS
Eluru Blood Bank,Eluru,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Eluru Blood Bank,Eluru,Andhra Pradesh,120,34170,450 P CPDA,Mipl,Soma Sai Medicals,sinderaviteja@mipl.in,OTHERS
Emergency Blood Bank,Gwalior,Madhya Pradesh,200,10800,350 SB CPDA,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Emergency Blood Bank,Gwalior,Madhya Pradesh,300,42000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Eras Medical College and Hospital Blood Bank,Lucknow ,Uttar Pradesh,120,20760,350 T SAGM ,Polymed,Gopal Enterprises,digember.singh@mipl.in,OTHERS
Eras Medical College and Hospital Blood Bank,Lucknow ,Uttar Pradesh,300,42000,350 D SAGM,Mipl,Gopal Enterprises,digember.singh@mipl.in,OTHERS
Escorts Hospital and Research Center Limited Blood Bank,Faridabad,Delhi NCR,400,360000,450 Q SAGM TAB ILF,Fresenius,Vinay Brothers ,akram@mipl.in,ILF&LSF
Esi medical college and hospital,Faridabad,Delhi NCR,100,5400,350 SB CPDA,TerumoPenpal,Sri wardhman surgicare,akram@mipl.in,OTHERS
Esi medical college and hospital,Faridabad,Delhi NCR,300,42000,450 D SAGM,TerumoPenpal,Sri wardhman surgicare,akram@mipl.in,OTHERS
Esi medical college and hospital,Faridabad,Delhi NCR,100,90000,450 Q SAGM TAB ILF,TerumoPenpal,Sri wardhman surgicare,akram@mipl.in,ILF&LSF
Etah District Hospital Blood Bank,Etah,Uttar Pradesh,300,16200,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
